Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],NC2.5,Fire Alarm,IsItDay?,Weekday_0,Weekday_1,Weekday_2
3.678,53.29,881.0,637.0,12807.0,19510,939.075,0.053,1,0,0,0,1
3.689,52.45,915.0,646.0,12808.0,19505,939.085,0.053,1,0,0,0,1
3.699,51.82,912.0,652.0,12800.0,19502,939.071,0.053,1,0,0,0,1
3.71,51.22,938.0,665.0,12797.0,19496,939.068,0.053,1,0,0,0,1
3.721,50.77,958.0,655.0,12800.0,19490,939.077,0.053,1,0,0,0,1
3.731,50.39,935.0,652.0,12803.0,19503,939.073,0.054,1,0,0,0,1
3.742,50.11,984.0,666.0,12794.0,19489,939.073,0.055,1,0,0,0,1
3.752,49.84,942.0,645.0,12801.0,19490,939.073,0.055,1,0,0,0,1
3.763,49.67,954.0,658.0,12796.0,19490,939.078,0.0559999999999999,1,0,0,0,1
3.774,49.51,979.0,657.0,12793.0,19493,939.082,0.0559999999999999,1,0,0,0,1
3.795,49.18,958.0,653.0,12798.0,19490,939.074,0.0559999999999999,1,0,0,0,1
3.806,49.07,982.0,659.0,12796.0,19491,939.081,0.0559999999999999,1,0,0,0,1
3.816,48.95,988.0,659.0,12789.0,19479,939.071,0.054,1,0,0,0,1
3.827,48.84,975.0,657.0,12793.0,19489,939.07,0.053,1,0,0,0,1
3.838,48.79,994.0,665.0,12791.0,19487,939.068,0.051,1,0,0,0,1
3.848,48.71,1019.0,673.0,12790.0,19478,939.063,0.051,1,0,0,0,1
3.859,48.67,990.0,660.0,12791.0,19480,939.063,0.051,1,0,0,0,1
3.87,48.61,990.0,659.0,12795.0,19490,939.067,0.05,1,0,0,0,1
3.88,48.55,952.0,660.0,12799.0,19493,939.062,0.05,1,0,0,0,1
3.891,48.53,979.0,661.0,12799.0,19486,939.059,0.05,1,0,0,0,1
3.902,48.45,977.0,657.0,12798.0,19488,939.051,0.05,1,0,0,0,1
3.912,48.35,1030.0,666.0,12797.0,19482,939.061,0.05,1,0,0,0,1
3.923,48.32,975.0,656.0,12795.0,19490,939.058,0.05,1,0,0,0,1
3.934,48.25,971.0,651.0,12799.0,19496,939.072,0.049,1,0,0,0,1
3.944,48.23,960.0,654.0,12797.0,19493,939.066,0.049,1,0,0,0,1
3.955,48.2,923.0,651.0,12800.0,19497,939.069,0.049,1,0,0,0,1
3.966,48.17,954.0,652.0,12797.0,19489,939.083,0.049,1,0,0,0,1
3.976,48.15,1055.0,686.0,12772.0,19459,939.071,0.05,1,0,0,0,1
3.987,48.82,1036.0,687.0,12777.0,19470,939.067,0.05,1,0,0,0,1
3.998,49.69,1053.0,702.0,12782.0,19461,939.072,0.05,1,0,0,0,1
4.008,50.49,1027.0,675.0,12785.0,19468,939.071,0.051,1,0,0,0,1
4.019,51.12,1032.0,686.0,12781.0,19477,939.069,0.052,1,0,0,0,1
4.03,51.69,998.0,673.0,12788.0,19481,939.07,0.053,1,0,0,0,1
4.041,52.12,1007.0,675.0,12794.0,19481,939.073,0.053,1,0,0,0,1
4.051,52.46,1000.0,670.0,12785.0,19474,939.072,0.053,1,0,0,0,1
4.062,52.75,1017.0,675.0,12786.0,19478,939.084,0.053,1,0,0,0,1
4.073,53.0,1005.0,657.0,12792.0,19481,939.061,0.053,1,0,0,0,1
4.083,53.19,998.0,665.0,12790.0,19480,939.059,0.053,1,0,0,0,1
4.093999999999999,53.37,981.0,664.0,12786.0,19483,939.061,0.054,1,0,0,0,1
4.105,53.54,988.0,664.0,12796.0,19480,939.067,0.054,1,0,0,0,1
4.1160000000000005,53.66,971.0,665.0,12791.0,19476,939.07,0.053,1,0,0,0,1
4.126,53.77,988.0,662.0,12790.0,19479,939.067,0.054,1,0,0,0,1
4.137,53.88,963.0,662.0,12792.0,19487,939.063,0.054,1,0,0,0,1
4.148,54.0,975.0,659.0,12794.0,19486,939.071,0.055,1,0,0,0,1
4.159,54.06,954.0,660.0,12797.0,19487,939.071,0.0559999999999999,1,0,0,0,1
4.169,54.16,1000.0,665.0,12789.0,19480,939.071,0.055,1,0,0,0,1
4.18,54.23,1000.0,668.0,12787.0,19472,939.062,0.055,1,0,0,0,1
4.191,54.35,1021.0,670.0,12787.0,19480,939.067,0.055,1,0,0,0,1
4.202,54.33,1002.0,669.0,12789.0,19472,939.063,0.055,1,0,0,0,1
4.212,54.43,998.0,675.0,12786.0,19480,939.058,0.055,1,0,0,0,1
4.223,54.48,1015.0,666.0,12791.0,19481,939.061,0.055,1,0,0,0,1
4.234,54.48,984.0,662.0,12792.0,19489,939.053,0.054,1,0,0,0,1
4.245,54.59,969.0,657.0,12798.0,19490,939.052,0.054,1,0,0,0,1
4.255,54.59,961.0,659.0,12793.0,19482,939.053,0.054,1,0,0,0,1
4.266,54.66,973.0,664.0,12792.0,19485,939.044,0.053,1,0,0,0,1
4.277,54.69,992.0,659.0,12789.0,19487,939.04,0.052,1,0,0,0,1
4.288,54.72,971.0,656.0,12793.0,19482,939.046,0.052,1,0,0,0,1
4.298,54.79,925.0,632.0,12803.0,19496,939.05,0.052,1,0,0,0,1
4.309,54.03,923.0,637.0,12800.0,19497,939.062,0.053,1,0,0,0,1
4.32,53.15,937.0,635.0,12805.0,19500,939.057,0.053,1,0,0,0,1
4.342,51.64,954.0,648.0,12799.0,19491,939.059,0.051,1,0,0,0,1
4.352,51.05,912.0,644.0,12798.0,19502,939.067,0.051,1,0,0,0,1
4.363,50.63,946.0,642.0,12800.0,19487,939.06,0.051,1,0,0,0,1
4.374,50.26,954.0,657.0,12795.0,19487,939.068,0.051,1,0,0,0,1
4.385,49.96,938.0,650.0,12794.0,19487,939.08,0.05,1,0,0,0,1
4.396,49.69,990.0,646.0,12799.0,19496,939.077,0.049,1,0,0,0,1
4.406000000000001,49.5,1009.0,657.0,12798.0,19485,939.07,0.049,1,0,0,0,1
4.417,49.32,929.0,663.0,12802.0,19497,939.058,0.05,1,0,0,0,1
4.428,49.17,944.0,653.0,12798.0,19494,939.057,0.049,1,0,0,0,1
4.439,49.02,990.0,652.0,12795.0,19485,939.064,0.05,1,0,0,0,1
4.45,48.89,958.0,656.0,12796.0,19491,939.071,0.049,1,0,0,0,1
4.46,48.84,1002.0,658.0,12792.0,19487,939.069,0.049,1,0,0,0,1
4.471,48.73,958.0,662.0,12800.0,19493,939.073,0.052,1,0,0,0,1
4.482,48.65,971.0,645.0,12798.0,19481,939.074,0.053,1,0,0,0,1
4.493,48.57,1007.0,661.0,12793.0,19482,939.069,0.054,1,0,0,0,1
4.504,48.53,990.0,657.0,12795.0,19484,939.072,0.055,1,0,0,0,1
4.513999999999999,48.42,971.0,666.0,12796.0,19488,939.075,0.055,1,0,0,0,1
4.525,48.39,1004.0,671.0,12792.0,19483,939.08,0.0559999999999999,1,0,0,0,1
4.5360000000000005,48.36,973.0,655.0,12799.0,19485,939.081,0.0559999999999999,1,0,0,0,1
5.3,49.49,1080.0,685.0,12779.0,19462,939.068,0.0559999999999999,1,0,0,0,1
5.311,50.27,1118.0,678.0,12778.0,19458,939.065,0.0559999999999999,1,0,0,0,1
5.322,50.92,1050.0,683.0,12787.0,19463,939.061,0.0559999999999999,1,0,0,0,1
5.332999999999999,51.48,1074.0,671.0,12783.0,19464,939.058,0.0559999999999999,1,0,0,0,1
5.343999999999999,51.88,1023.0,669.0,12789.0,19469,939.069,0.0559999999999999,1,0,0,0,1
5.553,54.3,1038.0,662.0,12791.0,19465,939.031,0.0559999999999999,1,0,0,0,1
5.564,54.35,1044.0,659.0,12794.0,19470,939.029,0.055,1,0,0,0,1
5.5760000000000005,54.37,1050.0,657.0,12794.0,19472,939.031,0.054,1,0,0,0,1
5.587000000000001,54.41,1055.0,659.0,12791.0,19475,939.033,0.053,1,0,0,0,1
5.598,54.46,1032.0,664.0,12793.0,19474,939.041,0.052,1,0,0,0,1
5.609,54.53,961.0,632.0,12802.0,19488,939.052,0.05,1,0,0,0,1
5.62,53.78,912.0,624.0,12808.0,19497,939.047,0.05,1,0,0,0,1
5.631,52.87,940.0,632.0,12812.0,19500,939.053,0.05,1,0,0,0,1
5.653,51.4,963.0,640.0,12799.0,19487,939.058,0.052,1,0,0,0,1
5.664,50.82,1007.0,638.0,12806.0,19487,939.048,0.052,1,0,0,0,1
5.675,50.41,986.0,636.0,12799.0,19482,939.05,0.052,1,0,0,0,1
5.686,50.05,1048.0,652.0,12794.0,19476,939.054,0.052,1,0,0,0,1
5.697,49.76,1004.0,650.0,12798.0,19486,939.063,0.053,1,0,0,0,1
5.707999999999999,49.52,1009.0,655.0,12796.0,19486,939.052,0.054,1,0,0,0,1
5.718999999999999,49.31,1002.0,664.0,12799.0,19480,939.06,0.054,1,0,0,0,1
5.73,49.1,988.0,648.0,12799.0,19486,939.049,0.0559999999999999,1,0,0,0,1
5.7860000000000005,48.57,1027.0,653.0,12792.0,19478,939.046,0.0559999999999999,1,0,0,0,1
5.797000000000001,48.45,1036.0,655.0,12798.0,19480,939.054,0.055,1,0,0,0,1
5.808,48.4,1027.0,661.0,12792.0,19470,939.057,0.054,1,0,0,0,1
5.819,48.3,1044.0,667.0,12795.0,19466,939.058,0.053,1,0,0,0,1
5.83,48.29,1005.0,646.0,12798.0,19474,939.064,0.052,1,0,0,0,1
5.841,48.19,1069.0,662.0,12798.0,19473,939.077,0.051,1,0,0,0,1
5.852,48.17,1027.0,655.0,12794.0,19474,939.084,0.051,1,0,0,0,1
5.863,48.11,1057.0,652.0,12801.0,19467,939.083,0.052,1,0,0,0,1
5.874,48.03,1028.0,659.0,12792.0,19471,939.093,0.052,1,0,0,0,1
5.885,48.0,1055.0,657.0,12795.0,19465,939.086,0.052,1,0,0,0,1
5.896,47.96,1004.0,639.0,12793.0,19472,939.088,0.052,1,0,0,0,1
5.907,47.95,1009.0,652.0,12801.0,19474,939.081,0.052,1,0,0,0,1
5.917999999999999,47.89,986.0,646.0,12795.0,19479,939.065,0.052,1,0,0,0,1
5.93,47.87,1032.0,659.0,12798.0,19477,939.067,0.052,1,0,0,0,1
5.941,47.81,1138.0,687.0,12781.0,19447,939.077,0.051,1,0,0,0,1
5.952000000000001,48.51,1140.0,705.0,12775.0,19449,939.067,0.051,1,0,0,0,1
5.962999999999999,49.35,1124.0,685.0,12778.0,19454,939.078,0.051,1,0,0,0,1
5.974,50.2,1094.0,679.0,12779.0,19450,939.079,0.051,1,0,0,0,1
5.985,50.82,1069.0,684.0,12781.0,19452,939.079,0.052,1,0,0,0,1
5.996,51.34,1115.0,680.0,12781.0,19448,939.083,0.052,1,0,0,0,1
6.007000000000001,51.8,1076.0,666.0,12784.0,19458,939.081,0.053,1,0,0,0,1
6.018,52.17,1028.0,661.0,12788.0,19463,939.079,0.053,1,0,0,0,1
6.029,52.45,1071.0,659.0,12789.0,19462,939.076,0.052,1,0,0,0,1
6.041,52.69,1057.0,660.0,12795.0,19473,939.082,0.052,1,0,0,0,1
6.0520000000000005,52.91,1082.0,675.0,12793.0,19467,939.079,0.052,1,0,0,0,1
6.063,53.07,1050.0,659.0,12792.0,19470,939.093,0.052,1,0,0,0,1
6.074,53.22,1032.0,657.0,12789.0,19471,939.089,0.051,1,0,0,0,1
6.085,53.33,1050.0,660.0,12794.0,19472,939.091,0.051,1,0,0,0,1
6.096,53.44,1034.0,671.0,12787.0,19469,939.081,0.05,1,0,0,0,1
6.107,53.53,1044.0,657.0,12790.0,19472,939.066,0.05,1,0,0,0,1
6.117999999999999,53.66,1042.0,659.0,12787.0,19462,939.072,0.05,1,0,0,0,1
6.129,53.77,1065.0,662.0,12789.0,19475,939.081,0.05,1,0,0,0,1
6.141,53.82,1053.0,671.0,12788.0,19461,939.082,0.05,1,0,0,0,1
6.152,53.86,1050.0,675.0,12790.0,19469,939.088,0.051,1,0,0,0,1
6.162999999999999,53.96,1080.0,673.0,12786.0,19459,939.076,0.052,1,0,0,0,1
6.174,54.01,1090.0,672.0,12789.0,19460,939.072,0.053,1,0,0,0,1
6.185,54.07,1073.0,668.0,12789.0,19459,939.08,0.054,1,0,0,0,1
6.196000000000001,54.13,1088.0,675.0,12787.0,19463,939.071,0.053,1,0,0,0,1
6.207000000000001,54.18,1073.0,664.0,12788.0,19459,939.063,0.054,1,0,0,0,1
6.218,54.18,1080.0,669.0,12787.0,19461,939.066,0.0559999999999999,1,0,0,0,1
6.229,54.22,1073.0,658.0,12791.0,19460,939.064,0.0559999999999999,1,0,0,0,1
6.285,53.67,977.0,627.0,12807.0,19495,939.078,0.0559999999999999,1,0,0,0,1
6.296,52.79,982.0,627.0,12809.0,19491,939.076,0.0559999999999999,1,0,0,0,1
6.307,51.97,971.0,625.0,12809.0,19487,939.084,0.0559999999999999,1,0,0,0,1
6.319,51.28,1009.0,643.0,12804.0,19483,939.09,0.0559999999999999,1,0,0,0,1
6.33,50.72,1009.0,649.0,12798.0,19480,939.085,0.0559999999999999,1,0,0,0,1
6.341,50.26,1021.0,646.0,12797.0,19478,939.083,0.055,1,0,0,0,1
6.352,49.89,984.0,646.0,12802.0,19480,939.081,0.055,1,0,0,0,1
6.363,49.69,1005.0,650.0,12800.0,19480,939.088,0.0559999999999999,1,0,0,0,1
6.374,49.44,1034.0,655.0,12795.0,19470,939.077,0.055,1,0,0,0,1
6.385,49.19,994.0,641.0,12795.0,19476,939.076,0.055,1,0,0,0,1
6.397,49.01,1013.0,651.0,12805.0,19479,939.078,0.054,1,0,0,0,1
6.408,48.87,982.0,646.0,12799.0,19473,939.082,0.054,1,0,0,0,1
6.419,48.77,1013.0,649.0,12800.0,19477,939.085,0.054,1,0,0,0,1
6.43,48.65,1032.0,659.0,12797.0,19476,939.074,0.052,1,0,0,0,1
6.441,48.57,1021.0,646.0,12794.0,19472,939.079,0.052,1,0,0,0,1
6.452000000000001,48.48,973.0,637.0,12802.0,19483,939.072,0.052,1,0,0,0,1
6.462999999999999,48.37,994.0,640.0,12797.0,19476,939.077,0.052,1,0,0,0,1
6.475,48.3,1013.0,642.0,12803.0,19489,939.086,0.054,1,0,0,0,1
6.486000000000001,48.25,1002.0,643.0,12795.0,19469,939.088,0.055,1,0,0,0,1
6.497000000000001,48.18,1044.0,650.0,12800.0,19476,939.094,0.0559999999999999,1,0,0,0,1
6.553,47.9,1000.0,642.0,12799.0,19480,939.083,0.0559999999999999,1,0,0,0,1
6.564,47.86,1040.0,646.0,12802.0,19482,939.092,0.0559999999999999,1,0,0,0,1
6.575,47.83,1005.0,643.0,12803.0,19482,939.091,0.055,1,0,0,0,1
6.586,47.78,1030.0,650.0,12795.0,19474,939.1,0.055,1,0,0,0,1
6.597,47.72,1032.0,641.0,12801.0,19483,939.083,0.055,1,0,0,0,1
6.608,47.69,1088.0,671.0,12780.0,19449,939.09,0.055,1,0,0,0,1
6.62,48.42,1086.0,668.0,12781.0,19458,939.101,0.055,1,0,0,0,1
6.631,49.25,1097.0,671.0,12784.0,19456,939.105,0.055,1,0,0,0,1
6.642,50.05,1109.0,683.0,12780.0,19457,939.109,0.055,1,0,0,0,1
6.653,50.71,1053.0,664.0,12789.0,19463,939.095,0.0559999999999999,1,0,0,0,1
6.687,52.01,1051.0,657.0,12788.0,19465,939.091,0.0559999999999999,1,0,0,0,1
6.698,52.31,1069.0,664.0,12786.0,19463,939.099,0.0559999999999999,1,0,0,0,1
6.709,52.54,1076.0,665.0,12790.0,19465,939.089,0.0559999999999999,1,0,0,0,1
6.72,52.7,1057.0,657.0,12791.0,19468,939.094,0.055,1,0,0,0,1
6.731,52.9,1059.0,655.0,12794.0,19474,939.095,0.054,1,0,0,0,1
6.742999999999999,53.06,1059.0,662.0,12791.0,19469,939.084,0.053,1,0,0,0,1
6.754,53.21,1036.0,653.0,12793.0,19470,939.08,0.052,1,0,0,0,1
6.765,53.29,1036.0,663.0,12799.0,19471,939.087,0.052,1,0,0,0,1
6.776,53.4,1017.0,656.0,12795.0,19473,939.075,0.051,1,0,0,0,1
6.787000000000001,53.5,1044.0,660.0,12789.0,19472,939.08,0.051,1,0,0,0,1
6.797999999999999,53.62,1036.0,665.0,12791.0,19469,939.083,0.052,1,0,0,0,1
6.81,53.66,1038.0,657.0,12790.0,19468,939.07,0.054,1,0,0,0,1
6.821000000000001,53.73,1076.0,668.0,12791.0,19466,939.07,0.055,1,0,0,0,1
6.888,54.14,1025.0,650.0,12795.0,19472,939.104,0.0559999999999999,1,0,0,0,1
6.899,54.15,1044.0,662.0,12793.0,19470,939.11,0.0559999999999999,1,0,0,0,1
6.91,54.2,1009.0,646.0,12800.0,19478,939.106,0.0559999999999999,1,0,0,0,1
6.922000000000001,54.23,1009.0,646.0,12802.0,19478,939.095,0.055,1,0,0,0,1
6.933,54.3,1053.0,654.0,12797.0,19469,939.098,0.055,1,0,0,0,1
6.944,54.38,977.0,621.0,12809.0,19490,939.111,0.0559999999999999,1,0,0,0,1
6.955,53.55,963.0,633.0,12808.0,19484,939.103,0.055,1,0,0,0,1
6.966,52.7,963.0,628.0,12813.0,19485,939.104,0.055,1,0,0,0,1
6.977,51.82,961.0,623.0,12810.0,19487,939.101,0.054,1,0,0,0,1
6.989,51.13,969.0,629.0,12810.0,19489,939.105,0.054,1,0,0,0,1
7.0,50.58,979.0,640.0,12802.0,19477,939.093,0.053,1,0,0,0,1
7.022,49.8,1004.0,643.0,12798.0,19482,939.091,0.051,1,0,0,0,1
7.033,49.48,1025.0,650.0,12794.0,19459,939.096,0.051,1,0,0,0,1
7.045,49.23,979.0,625.0,12803.0,19476,939.103,0.05,1,0,0,0,1
7.056,49.07,1034.0,651.0,12798.0,19472,939.114,0.05,1,0,0,0,1
7.067,48.89,1050.0,649.0,12801.0,19476,939.111,0.05,1,0,0,0,1
7.077999999999999,48.73,1025.0,646.0,12795.0,19473,939.107,0.051,1,0,0,0,1
7.089,48.58,1042.0,637.0,12802.0,19469,939.098,0.051,1,0,0,0,1
7.101,48.53,1036.0,633.0,12806.0,19485,939.107,0.051,1,0,0,0,1
7.112,48.39,977.0,642.0,12802.0,19487,939.1,0.052,1,0,0,0,1
7.122999999999999,48.33,1019.0,651.0,12796.0,19469,939.101,0.053,1,0,0,0,1
7.134,48.27,1034.0,638.0,12801.0,19477,939.103,0.054,1,0,0,0,1
7.146,48.18,1023.0,638.0,12801.0,19470,939.098,0.054,1,0,0,0,1
7.157,48.14,990.0,642.0,12803.0,19480,939.095,0.055,1,0,0,0,1
7.167999999999999,48.07,1023.0,646.0,12798.0,19471,939.1,0.0559999999999999,1,0,0,0,1
7.325,50.64,1030.0,647.0,12787.0,19465,939.076,0.0559999999999999,1,0,0,0,1
7.336,51.17,1059.0,670.0,12786.0,19456,939.077,0.055,1,0,0,0,1
7.347,51.58,1086.0,671.0,12794.0,19454,939.084,0.055,1,0,0,0,1
7.359,51.95,1073.0,657.0,12791.0,19460,939.089,0.055,1,0,0,0,1
7.37,52.26,1071.0,660.0,12792.0,19461,939.098,0.055,1,0,0,0,1
7.381,52.48,1067.0,657.0,12794.0,19465,939.112,0.055,1,0,0,0,1
7.392,52.64,1032.0,640.0,12802.0,19473,939.096,0.055,1,0,0,0,1
7.403,52.81,1028.0,646.0,12800.0,19474,939.091,0.055,1,0,0,0,1
7.415,52.95,1023.0,644.0,12797.0,19470,939.085,0.0559999999999999,1,0,0,0,1
7.426,53.09,1057.0,654.0,12796.0,19465,939.087,0.0559999999999999,1,0,0,0,1
7.527,53.84,1015.0,648.0,12797.0,19471,939.097,0.0559999999999999,1,0,0,0,1
7.561,54.02,1050.0,645.0,12799.0,19475,939.096,0.0559999999999999,1,0,0,0,1
7.572,54.11,1005.0,637.0,12795.0,19472,939.097,0.0559999999999999,1,0,0,0,1
7.582999999999999,54.13,1023.0,639.0,12798.0,19476,939.08,0.055,1,0,0,0,1
7.593999999999999,54.17,1040.0,651.0,12798.0,19483,939.082,0.055,1,0,0,0,1
7.605,54.18,1059.0,655.0,12798.0,19474,939.071,0.055,1,0,0,0,1
7.617000000000001,54.23,1000.0,630.0,12813.0,19484,939.075,0.055,1,0,0,0,1
7.627999999999999,53.45,1000.0,621.0,12812.0,19486,939.084,0.055,1,0,0,0,1
7.852,47.94,1021.0,643.0,12797.0,19471,939.081,0.0559999999999999,1,0,0,0,1
7.864,47.89,1030.0,649.0,12798.0,19473,939.073,0.054,1,0,0,0,1
7.875,47.83,1005.0,646.0,12802.0,19471,939.064,0.053,1,0,0,0,1
7.886,47.81,1076.0,647.0,12796.0,19468,939.08,0.052,1,0,0,0,1
7.897,47.76,1050.0,640.0,12798.0,19472,939.08,0.051,1,0,0,0,1
7.909,47.74,1071.0,650.0,12799.0,19471,939.085,0.05,1,0,0,0,1
7.92,47.66,1084.0,651.0,12795.0,19461,939.084,0.05,1,0,0,0,1
7.931,47.64,1061.0,643.0,12796.0,19468,939.084,0.05,1,0,0,0,1
7.942,47.6,1057.0,642.0,12803.0,19474,939.083,0.05,1,0,0,0,1
7.954,47.56,1145.0,675.0,12779.0,19448,939.081,0.05,1,0,0,0,1
7.965,48.29,1151.0,689.0,12782.0,19438,939.077,0.051,1,0,0,0,1
7.976,49.17,1166.0,680.0,12779.0,19436,939.083,0.051,1,0,0,0,1
7.987,49.94,1145.0,671.0,12784.0,19443,939.078,0.051,1,0,0,0,1
8.01,51.1,1138.0,671.0,12789.0,19456,939.067,0.055,1,0,0,0,1
8.212,53.9,1055.0,642.0,12798.0,19469,939.066,0.0559999999999999,1,0,0,0,1
8.222999999999999,53.93,1065.0,648.0,12799.0,19467,939.068,0.055,1,0,0,0,1
8.234,53.98,1059.0,639.0,12801.0,19469,939.067,0.054,1,0,0,0,1
8.257,54.12,1011.0,634.0,12802.0,19477,939.064,0.052,1,0,0,0,1
8.267999999999999,54.12,1055.0,643.0,12802.0,19466,939.064,0.053,1,0,0,0,1
8.279,54.15,975.0,623.0,12812.0,19485,939.058,0.054,1,0,0,0,1
8.291,53.38,1007.0,623.0,12810.0,19484,939.077,0.0559999999999999,1,0,0,0,1
8.414,48.46,1034.0,639.0,12801.0,19472,939.063,0.055,1,0,0,0,1
8.425,48.34,1071.0,649.0,12800.0,19458,939.074,0.054,1,0,0,0,1
8.437000000000001,48.23,1067.0,639.0,12802.0,19467,939.073,0.053,1,0,0,0,1
8.448,48.16,1048.0,631.0,12808.0,19474,939.059,0.052,1,0,0,0,1
8.459,48.08,1040.0,633.0,12810.0,19472,939.068,0.05,1,0,0,0,1
8.47,48.02,1053.0,641.0,12801.0,19465,939.068,0.049,1,0,0,0,1
8.481,47.92,1071.0,652.0,12797.0,19464,939.065,0.048,1,0,0,0,1
8.493,47.84,1055.0,632.0,12802.0,19469,939.062,0.048,1,0,0,0,1
8.504,47.8,1053.0,637.0,12800.0,19473,939.076,0.047,1,0,0,0,1
8.515,47.76,1055.0,641.0,12805.0,19466,939.076,0.046,1,0,0,0,1
8.526,47.7,1057.0,647.0,12805.0,19475,939.066,0.046,1,0,0,0,1
8.549,47.6,1090.0,652.0,12794.0,19460,939.081,0.046,1,0,0,0,1
8.56,47.56,1057.0,637.0,12803.0,19460,939.085,0.046,1,0,0,0,1
8.571,47.58,1069.0,648.0,12797.0,19460,939.095,0.046,1,0,0,0,1
8.583,47.49,1057.0,644.0,12799.0,19471,939.08,0.046,1,0,0,0,1
8.594,47.5,1166.0,678.0,12785.0,19447,939.085,0.046,1,0,0,0,1
8.605,48.2,1174.0,691.0,12781.0,19434,939.087,0.046,1,0,0,0,1
8.616,49.01,1178.0,675.0,12781.0,19435,939.091,0.046,1,0,0,0,1
8.627,49.87,1126.0,648.0,12795.0,19451,939.09,0.046,1,0,0,0,1
8.639,50.52,1117.0,652.0,12792.0,19446,939.079,0.046,1,0,0,0,1
8.65,51.02,1097.0,646.0,12795.0,19452,939.078,0.048,1,0,0,0,1
8.661,51.43,1082.0,653.0,12796.0,19463,939.074,0.049,1,0,0,0,1
8.672,51.8,1105.0,657.0,12791.0,19448,939.091,0.051,1,0,0,0,1
8.684,52.09,1094.0,652.0,12798.0,19461,939.091,0.052,1,0,0,0,1
8.695,52.34,1101.0,646.0,12794.0,19462,939.092,0.052,1,0,0,0,1
8.706,52.5,1082.0,641.0,12800.0,19462,939.108,0.052,1,0,0,0,1
8.717,52.71,1084.0,648.0,12801.0,19467,939.096,0.052,1,0,0,0,1
8.728,52.87,1111.0,660.0,12794.0,19456,939.079,0.052,1,0,0,0,1
8.74,53.02,1080.0,650.0,12798.0,19459,939.088,0.052,1,0,0,0,1
8.751,53.09,1051.0,654.0,12792.0,19461,939.096,0.051,1,0,0,0,1
8.762,53.18,1073.0,646.0,12796.0,19456,939.084,0.05,1,0,0,0,1
8.773,53.34,1101.0,655.0,12793.0,19455,939.089,0.048,1,0,0,0,1
8.783999999999999,53.44,1097.0,659.0,12796.0,19453,939.077,0.048,1,0,0,0,1
8.796,53.51,1092.0,637.0,12799.0,19461,939.089,0.049,1,0,0,0,1
8.807,53.58,1092.0,647.0,12798.0,19457,939.085,0.05,1,0,0,0,1
8.818,53.62,1059.0,646.0,12801.0,19464,939.085,0.051,1,0,0,0,1
8.829,53.72,1096.0,646.0,12796.0,19464,939.091,0.052,1,0,0,0,1
8.841000000000001,53.75,1082.0,652.0,12794.0,19458,939.082,0.052,1,0,0,0,1
8.852,53.79,1117.0,653.0,12791.0,19448,939.08,0.052,1,0,0,0,1
8.863,53.79,1099.0,644.0,12801.0,19464,939.066,0.051,1,0,0,0,1
8.874,53.88,1078.0,630.0,12798.0,19458,939.065,0.05,1,0,0,0,1
8.885,53.89,1115.0,656.0,12794.0,19456,939.059,0.049,1,0,0,0,1
8.897,53.95,1078.0,644.0,12798.0,19451,939.068,0.049,1,0,0,0,1
8.908,53.99,1103.0,651.0,12795.0,19455,939.069,0.049,1,0,0,0,1
8.919,54.04,990.0,620.0,12810.0,19484,939.069,0.053,1,0,0,0,1
9.132,47.86,1025.0,633.0,12802.0,19472,939.098,0.0559999999999999,1,0,0,0,1
9.21,47.49,1040.0,634.0,12799.0,19474,939.083,0.055,1,0,0,0,1
9.221,47.5,1055.0,627.0,12805.0,19469,939.085,0.055,1,0,0,0,1
9.233,47.48,1057.0,634.0,12804.0,19469,939.073,0.054,1,0,0,0,1
9.244,47.39,1065.0,654.0,12790.0,19456,939.064,0.054,1,0,0,0,1
9.255,48.1,1120.0,659.0,12791.0,19456,939.055,0.052,1,0,0,0,1
9.266,48.98,1096.0,656.0,12794.0,19456,939.073,0.051,1,0,0,0,1
9.277,49.73,1096.0,655.0,12790.0,19451,939.081,0.05,1,0,0,0,1
9.289,50.4,1107.0,663.0,12798.0,19460,939.071,0.05,1,0,0,0,1
9.3,50.91,1094.0,650.0,12789.0,19461,939.075,0.05,1,0,0,0,1
9.311,51.34,1067.0,654.0,12795.0,19460,939.071,0.05,1,0,0,0,1
9.322,51.69,1088.0,648.0,12798.0,19464,939.073,0.051,1,0,0,0,1
9.333,51.98,1096.0,652.0,12794.0,19457,939.068,0.05,1,0,0,0,1
9.345,52.2,1074.0,635.0,12798.0,19458,939.07,0.05,1,0,0,0,1
9.356,52.44,1063.0,638.0,12798.0,19470,939.063,0.05,1,0,0,0,1
9.367,52.6,1074.0,652.0,12801.0,19464,939.064,0.049,1,0,0,0,1
9.378,52.79,1046.0,643.0,12801.0,19464,939.073,0.05,1,0,0,0,1
9.389,52.88,1038.0,636.0,12806.0,19472,939.055,0.05,1,0,0,0,1
9.4,53.01,1061.0,632.0,12801.0,19472,939.058,0.052,1,0,0,0,1
9.412,53.13,1034.0,638.0,12802.0,19464,939.064,0.053,1,0,0,0,1
9.423,53.23,1050.0,640.0,12804.0,19474,939.074,0.054,1,0,0,0,1
9.434,53.27,1061.0,641.0,12798.0,19474,939.066,0.054,1,0,0,0,1
